FID,Id,gridcode,Shape__Area,Shape__Length,SHAPE
761,761,5,222274291060.0625,2001408.532673221,"{'rings': [[[6901808.42921634, -6274861.39400657], [6233891.48438995, -6274861.39400657], [6233891.48438995, -5942074.07249634], [6456530.46603212, -5942074.07249634], [6901808.42921634, -5942074.07249634], [6901808.42921634, -6274861.39400657]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
762,762,4,444548582053.5,3337242.4219255224,"{'rings': [[[8237642.31866888, -6274861.39400657], [7569725.37394261, -6274861.39400657], [6901808.42921634, -6274861.39400657], [6901808.42921634, -5942074.07249634], [7347086.39240056, -5942074.07249634], [7569725.37394261, -5942074.07249634], [8237642.31866888, -5942074.07249634], [8237642.31866888, -6274861.39400657]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
763,763,5,296365721391.21094,2446686.4957573228,"{'rings': [[[9128198.24503732, -6274861.39400657], [8460281.30031105, -6274861.39400657], [8237642.31866888, -6274861.39400657], [8237642.31866888, -5942074.07249634], [9128198.24503732, -5942074.07249634], [9128198.24503732, -6274861.39400657]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
764,764,6,148182860695.59375,1556130.5693888813,"{'rings': [[[9573476.20822153, -6274861.39400657], [9128198.24503732, -6274861.39400657], [9128198.24503732, -5942074.07249634], [9573476.20822153, -5942074.07249634], [9573476.20822153, -6274861.39400657]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
765,765,7,148182860695.60938,1556130.569388885,"{'rings': [[[10018754.1714058, -6274861.39400657], [9573476.20822153, -6274861.39400657], [9573476.20822153, -5942074.07249634], [10018754.1714058, -5942074.07249634], [10018754.1714058, -6274861.39400657]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
766,766,6,740914303444.7031,5118354.274662398,"{'rings': [[[12245143.9872267, -6274861.39400657], [10464032.13459, -6274861.39400657], [10018754.1714058, -6274861.39400657], [10018754.1714058, -5942074.07249634], [10464032.13459, -5942074.07249634], [10909310.0977742, -5942074.07249634], [12245143.9872267, -5942074.07249634], [12245143.9872267, -6274861.39400657]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
767,767,7,370457151755.6719,2891964.459041644,"{'rings': [[[13358338.8952373, -6274861.39400657], [13135699.9135952, -6274861.39400657], [12467782.9688689, -6274861.39400657], [12245143.9872267, -6274861.39400657], [12245143.9872267, -5942074.07249634], [13358338.8952373, -5942074.07249634], [13358338.8952373, -6274861.39400657]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
768,768,8,592731442749.0938,4227798.34829399,"{'rings': [[[15139450.7478741, -6274861.39400657], [13803616.8583214, -6274861.39400657], [13358338.8952373, -6274861.39400657], [13358338.8952373, -5942074.07249634], [14471533.8031478, -5942074.07249634], [15139450.7478741, -5942074.07249634], [15139450.7478741, -6274861.39400657]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
769,769,9,444548582086.8125,3337242.4221257307,"{'rings': [[[16475284.6374267, -6274861.39400657], [16030006.6742425, -6274861.39400657], [15139450.7478741, -6274861.39400657], [15139450.7478741, -5942074.07249634], [15807367.6926004, -5942074.07249634], [16475284.6374267, -5942074.07249634], [16475284.6374267, -6274861.39400657]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
770,770,10,740914303444.7031,5118354.274662416,"{'rings': [[[17365840.5637952, -6274861.39400657], [16475284.6374267, -6274861.39400657], [16475284.6374267, -5942074.07249634], [18033757.5085215, -5942074.07249634], [18479035.4717057, -5942074.07249634], [18701674.4532477, -5942074.07249634], [18701674.4532477, -6274861.39400657], [17365840.5637952, -6274861.39400657]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
771,771,9,231387580600.21875,2028695.9955457821,"{'rings': [[[-20037507.0671618, -6274861.39400657], [-19592230.3795939, -6274861.39400657], [-19369591.3980518, -6274861.39400657], [-19369591.3980518, -6621293.72266946], [-20037507.0671618, -6621293.72266946], [-20037507.0671618, -6533321.56778546], [-20037507.0671618, -6446275.84098254], [-20037507.0671618, -6360130.74090428], [-20037507.0671618, -6274861.39400657]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
772,772,10,77129340861.4375,1138142.6206101254,"{'rings': [[[-19146952.4164097, -6621293.72266946], [-19369591.3980518, -6621293.72266946], [-19369591.3980518, -6274861.39400657], [-19146952.4164097, -6274861.39400657], [-19146952.4164097, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
773,773,9,1820725075243.9219,10388907.64880006,"{'rings': [[[-16030006.6742203, -6621293.72266946], [-19146952.4164097, -6621293.72266946], [-19146952.4164097, -6274861.39400657], [-18924313.4348676, -6274861.39400657], [-14471533.8031256, -5942074.07249634], [-14471533.8031256, -6274861.39400657], [-16030006.6742203, -6274861.39400657], [-16030006.6742203, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
774,774,8,2652594383835.3555,16123572.416959455,"{'rings': [[[-8682920.28183084, -6621293.72266946], [-10655995.238056, -6166455.40907285], [-16030006.6742203, -6621293.72266946], [-16030006.6742203, -6274861.39400657], [-14471533.8031256, -6274861.39400657], [-14471533.8031256, -5942074.07249634], [-9128198.24501506, -5942074.07249634], [-9128198.24501506, -6274861.39400657], [-8682920.28183084, -6274861.39400657], [-8682920.28183084, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
775,775,9,154258681653.5,1583420.583494002,"{'rings': [[[-8237642.31874674, -6621293.72266946], [-8682920.28183084, -6621293.72266946], [-8682920.28183084, -6274861.39400657], [-8237642.31874674, -6274861.39400657], [-8237642.31874674, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
776,776,8,231388022549.60156,2028698.5469785482,"{'rings': [[[-7792364.35556252, -6621293.72266946], [-7792364.35556252, -6274861.39400657], [-7569725.37392035, -6274861.39400657], [-7124447.41073614, -6274861.39400657], [-7124447.41073614, -6621293.72266946], [-7792364.35556252, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
777,777,5,231388022549.60938,2028698.54697855,"{'rings': [[[-4675418.61327299, -6621293.72266946], [-4898057.59491516, -6621293.72266946], [-5343335.55809937, -6621293.72266946], [-5343335.55809937, -6274861.39400657], [-4898057.59491516, -6274861.39400657], [-4675418.61327299, -6274861.39400657], [-4675418.61327299, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
778,778,4,308517363341.6758,2473976.509862439,"{'rings': [[[-3784862.68700467, -6621293.72266946], [-4675418.61327299, -6621293.72266946], [-4675418.61327299, -6274861.39400657], [-4230140.65018889, -6274861.39400657], [-3784862.68700467, -6274861.39400657], [-3784862.68700467, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
779,779,3,231388022549.60938,2028698.546978551,"{'rings': [[[-3116945.74217829, -6621293.72266946], [-3784862.68700467, -6621293.72266946], [-3784862.68700467, -6274861.39400657], [-3562223.7053625, -6274861.39400657], [-3116945.74217829, -6274861.39400657], [-3116945.74217829, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
780,780,4,231388022514.92773,2028698.546778339,"{'rings': [[[-2449028.79745201, -6621293.72266946], [-3116945.74217829, -6621293.72266946], [-3116945.74217829, -6274861.39400657], [-2449028.79745201, -6274861.39400657], [-2449028.79745201, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
781,781,3,308517363376.3613,2473976.510062664,"{'rings': [[[-1558472.87108358, -6621293.72266946], [-2449028.79745201, -6621293.72266946], [-2449028.79745201, -6274861.39400657], [-1781111.85272574, -6274861.39400657], [-1558472.87108358, -6274861.39400657], [-1558472.87108358, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
782,782,2,462776045029.854,3364532.4362308644,"{'rings': [[[-222638.981631038, -6621293.72266946], [-1558472.87108358, -6621293.72266946], [-1558472.87108358, -6274861.39400657], [-1335833.88954152, -6274861.39400657], [-667916.944715144, -6274861.39400657], [-222638.981631038, -6274861.39400657], [-222638.981631038, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
783,783,2,1079810771782.5703,6926756.1417046115,"{'rings': [[[3116945.74220054, -6621293.72266946], [2671667.77901632, -6621293.72266946], [1113194.90792162, -6621293.72266946], [1.11305657984171e-05, -6621293.72266946], [1.11305657984171e-05, -6274861.39400657], [3116945.74220054, -6274861.39400657], [3116945.74220054, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
784,784,3,308517363376.3633,2473976.5100626647,"{'rings': [[[4007501.66856898, -6621293.72266946], [3116945.74220054, -6621293.72266946], [3116945.74220054, -6274861.39400657], [3784862.68692681, -6274861.39400657], [4007501.66856898, -6274861.39400657], [4007501.66856898, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
785,785,2,539905385891.28516,3809810.3995151995,"{'rings': [[[5565974.53966368, -6621293.72266946], [4007501.66856898, -6621293.72266946], [4007501.66856898, -6274861.39400657], [5120696.57647947, -6274861.39400657], [5565974.53966368, -6274861.39400657], [5565974.53966368, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
786,786,3,916438358606.2148,6256496.895272521,"{'rings': [[[5565974.53966368, -6621293.72266946], [5565974.53966368, -6274861.39400657], [5120696.57647947, -6274861.39400657], [5120696.57647947, -5942074.07249634], [5343335.55812163, -5942074.07249634], [5565974.53966368, -5942074.07249634], [5788613.52120574, -5942074.07249634], [5788613.52120574, -6274861.39400657], [6233891.48438995, -6274861.39400657], [6901808.42921634, -6274861.39400657], [7569725.37394261, -6274861.39400657], [7569725.37394261, -6621293.72266946], [5565974.53966368, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
787,787,3,231388022514.9297,2028698.5467783287,"{'rings': [[[9128198.24503732, -6621293.72266946], [8905559.26349526, -6621293.72266946], [8460281.30031105, -6621293.72266946], [8460281.30031105, -6274861.39400657], [9128198.24503732, -6274861.39400657], [9128198.24503732, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
788,788,4,154258681688.1797,1583420.5836942233,"{'rings': [[[9573476.20822153, -6621293.72266946], [9350837.22667948, -6621293.72266946], [9128198.24503732, -6621293.72266946], [9128198.24503732, -6274861.39400657], [9573476.20822153, -6274861.39400657], [9573476.20822153, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
789,789,5,308517363376.35156,2473976.5100626647,"{'rings': [[[10464032.13459, -6621293.72266946], [9573476.20822153, -6621293.72266946], [9573476.20822153, -6274861.39400657], [10018754.1714058, -6274861.39400657], [10464032.13459, -6274861.39400657], [10464032.13459, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
790,790,4,694164067579.4688,4700366.325883623,"{'rings': [[[12467782.9688689, -6621293.72266946], [12245143.9872267, -6621293.72266946], [11799866.0240425, -6621293.72266946], [10464032.13459, -6621293.72266946], [10464032.13459, -6274861.39400657], [12245143.9872267, -6274861.39400657], [12467782.9688689, -6274861.39400657], [12467782.9688689, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
791,791,5,231388022514.92188,2028698.5467783585,"{'rings': [[[13135699.9135952, -6621293.72266946], [12467782.9688689, -6621293.72266946], [12467782.9688689, -6274861.39400657], [13135699.9135952, -6274861.39400657], [13135699.9135952, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
792,792,6,231388022514.9375,2028698.5467783213,"{'rings': [[[13803616.8583214, -6621293.72266946], [13580977.8767794, -6621293.72266946], [13135699.9135952, -6621293.72266946], [13135699.9135952, -6274861.39400657], [13358338.8952373, -6274861.39400657], [13803616.8583214, -6274861.39400657], [13803616.8583214, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
793,793,7,771293408440.9062,5145644.289167978,"{'rings': [[[16030006.6742425, -6621293.72266946], [13803616.8583214, -6621293.72266946], [13803616.8583214, -6274861.39400657], [15139450.7478741, -6274861.39400657], [16030006.6742425, -6274861.39400657], [16030006.6742425, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
794,794,8,462776045064.53125,3364532.4364310764,"{'rings': [[[17365840.5637952, -6621293.72266946], [16475284.6374267, -6621293.72266946], [16030006.6742425, -6621293.72266946], [16030006.6742425, -6274861.39400657], [16475284.6374267, -6274861.39400657], [17365840.5637952, -6274861.39400657], [17365840.5637952, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
795,795,9,984453538932.2656,6382131.864140645,"{'rings': [[[20037507.0671618, -6274861.58844618], [17811118.5268793, -6621293.72266946], [17365840.5637952, -6621293.72266946], [17365840.5637952, -6274861.39400657], [18701674.4532477, -6274861.39400657], [18701674.4532477, -5942074.07249634], [19814869.3611582, -5942074.07249634], [20037507.0671618, -5942074.07249636], [20037507.0671618, -6007610.45213226], [20037507.0671618, -6073646.29935283], [20037507.0671618, -6140192.55414702], [20037507.0671618, -6207260.46250484], [20037507.0671618, -6274861.58844618]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
796,796,8,1449529714566.8594,8738409.181360742,"{'rings': [[[-20037507.0671618, -6621293.72266946], [-19369591.3980518, -6621293.72266946], [-19146952.4164097, -6621293.72266946], [-16030006.6742203, -6621293.72266946], [-16030006.6742203, -6982997.92040826], [-18924313.4348676, -6982997.92040826], [-20037507.0671618, -6982997.92040826], [-20037507.0671618, -6909348.78733987], [-20037507.0671618, -6836369.11898531], [-20037507.0671618, -6764043.36071177], [-20037507.0671618, -6692356.43520905], [-20037507.0671618, -6621293.72266946]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
797,797,7,3599148969046.5977,15500022.055399872,"{'rings': [[[-8682920.28183084, -6982997.92040826], [-13305086.4915708, -6784499.85639553], [-16030006.6742203, -6982997.92040826], [-16030006.6742203, -6621293.72266946], [-10655995.238056, -6166455.40907285], [-8682920.28183084, -6621293.72266946], [-8682920.28183084, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
798,798,8,161058908408.10156,1613964.3216458112,"{'rings': [[[-8237642.31874674, -6982997.92040826], [-8682920.28183084, -6982997.92040826], [-8682920.28183084, -6621293.72266946], [-8237642.31874674, -6621293.72266946], [-8237642.31874674, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
799,799,4,161058908444.3203,1613964.3218460362,"{'rings': [[[-5343335.55809937, -6982997.92040826], [-5788613.52128359, -6982997.92040826], [-5788613.52128359, -6621293.72266946], [-5343335.55809937, -6621293.72266946], [-5343335.55809937, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
800,800,3,161058908444.3125,1613964.3218460344,"{'rings': [[[-4898057.59491516, -6982997.92040826], [-5343335.55809937, -6982997.92040826], [-5343335.55809937, -6621293.72266946], [-4898057.59491516, -6621293.72266946], [-4898057.59491516, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
801,801,2,1207941813314.25,7402577.8431407595,"{'rings': [[[-1558472.87108358, -6982997.92040826], [-3116945.74217829, -6982997.92040826], [-3784862.68700467, -6982997.92040826], [-4898057.59491516, -6982997.92040826], [-4898057.59491516, -6621293.72266946], [-4675418.61327299, -6621293.72266946], [-3784862.68700467, -6621293.72266946], [-3116945.74217829, -6621293.72266946], [-2449028.79745201, -6621293.72266946], [-1558472.87108358, -6621293.72266946], [-1558472.87108358, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
802,802,1,483176725296.73047,3395076.1743826736,"{'rings': [[[-222638.981631038, -6982997.92040826], [-1558472.87108358, -6982997.92040826], [-1558472.87108358, -6621293.72266946], [-222638.981631038, -6621293.72266946], [-222638.981631038, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
803,803,1,402647271092.6794,2949798.211298573,"{'rings': [[[1.11305657984171e-05, -6982997.92040826], [1.11305657984171e-05, -6621293.72266946], [1113194.90792162, -6621293.72266946], [1113194.90792162, -6982997.92040826], [1.11305657984171e-05, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
804,804,1,1046882904869.9336,6512021.916772321,"{'rings': [[[5565974.53966368, -6982997.92040826], [2671667.77901632, -6982997.92040826], [2671667.77901632, -6621293.72266946], [3116945.74220054, -6621293.72266946], [4007501.66856898, -6621293.72266946], [5565974.53966368, -6621293.72266946], [5565974.53966368, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
805,805,2,1041795035344.9258,6888320.472473683,"{'rings': [[[5565974.53966368, -6982997.92040826], [5565974.53966368, -6621293.72266946], [7569725.37394261, -6621293.72266946], [7569725.37394261, -6274861.39400657], [8237642.31866888, -6274861.39400657], [8460281.30031105, -6274861.39400657], [8460281.30031105, -6621293.72266946], [7924068.75249919, -6833303.99636751], [5565974.53966368, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
806,806,2,161058908444.3203,1613964.3218460362,"{'rings': [[[9350837.22667948, -6982997.92040826], [8905559.26349526, -6982997.92040826], [8905559.26349526, -6621293.72266946], [9128198.24503732, -6621293.72266946], [9350837.22667948, -6621293.72266946], [9350837.22667948, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
807,807,3,885823996389.4062,5621465.990203647,"{'rings': [[[11577227.0425005, -6982997.92040826], [10909310.0977742, -6982997.92040826], [9350837.22667948, -6982997.92040826], [9350837.22667948, -6621293.72266946], [9573476.20822153, -6621293.72266946], [10464032.13459, -6621293.72266946], [11799866.0240425, -6621293.72266946], [11799866.0240425, -6982997.92040826], [11577227.0425005, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
808,808,3,322117816888.6406,2504520.248214489,"{'rings': [[[13135699.9135952, -6982997.92040826], [12245143.9872267, -6982997.92040826], [12245143.9872267, -6621293.72266946], [12467782.9688689, -6621293.72266946], [13135699.9135952, -6621293.72266946], [13135699.9135952, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
809,809,4,161058908444.3125,1613964.3218460325,"{'rings': [[[13580977.8767794, -6982997.92040826], [13135699.9135952, -6982997.92040826], [13135699.9135952, -6621293.72266946], [13580977.8767794, -6621293.72266946], [13580977.8767794, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
810,810,5,885823996425.6094,5621465.990403885,"{'rings': [[[16030006.6742425, -6982997.92040826], [15362089.7295162, -6982997.92040826], [14026255.8399636, -6982997.92040826], [13580977.8767794, -6982997.92040826], [13580977.8767794, -6621293.72266946], [13803616.8583214, -6621293.72266946], [16030006.6742425, -6621293.72266946], [16030006.6742425, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
811,811,6,161058908444.3125,1613964.3218460102,"{'rings': [[[16475284.6374267, -6982997.92040826], [16030006.6742425, -6982997.92040826], [16030006.6742425, -6621293.72266946], [16475284.6374267, -6621293.72266946], [16475284.6374267, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
812,812,7,483176725296.75,3395076.1743826997,"{'rings': [[[17811118.5268793, -6982997.92040826], [17143201.582153, -6982997.92040826], [16475284.6374267, -6982997.92040826], [16475284.6374267, -6621293.72266946], [17365840.5637952, -6621293.72266946], [17811118.5268793, -6621293.72266946], [17811118.5268793, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
813,813,8,848826243363.9609,5220479.187932166,"{'rings': [[[20037507.0671618, -6621293.97592131], [19047947.7802425, -6820152.86338083], [18033757.5085215, -6982997.92040826], [17811118.5268793, -6982997.92040826], [17811118.5268793, -6621293.72266946], [20037507.0671618, -6274861.58844618], [20037507.0671618, -6343007.79721059], [20037507.0671618, -6411711.35629243], [20037507.0671618, -6480984.86201295], [20037507.0671618, -6550841.28307809], [20037507.0671618, -6621293.97592131]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
814,814,7,421753659464.15625,2984123.6497579236,"{'rings': [[[-20037507.0671618, -6982997.92040826], [-18924313.4348676, -6982997.92040826], [-18924313.4348676, -7361866.11299301], [-19592230.3795939, -7361866.11299301], [-20037507.0671618, -7361866.11299301], [-20037507.0671618, -7265424.81850625], [-20037507.0671618, -7170156.29398102], [-20037507.0671618, -7076025.27618057], [-20037507.0671618, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
815,815,7,845439551400.7969,5664063.718410791,"{'rings': [[[-7792364.35556252, -7361866.11299301], [-8682920.28183084, -7361866.11299301], [-8682920.28183084, -6982997.92040826], [-8237642.31874674, -6982997.92040826], [-7792364.35556252, -6621293.72266946], [-7124447.41073614, -6621293.72266946], [-7124447.41073614, -6274861.39400657], [-6679169.44755192, -6274861.39400657], [-6859095.41775866, -6835465.14431096], [-7569725.37392035, -6982997.92040826], [-7792364.35556252, -6982997.92040826], [-7792364.35556252, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
816,816,6,1060164883646.2461,6059977.807620827,"{'rings': [[[-6679169.44755192, -7361866.11299301], [-7124447.41073614, -7361866.11299301], [-7569725.37392035, -7361866.11299301], [-7569725.37392035, -6982997.92040826], [-6859095.41775866, -6835465.14431096], [-6679169.44755192, -6274861.39400657], [-6233891.48446781, -6274861.39400657], [-5343335.55809937, -6274861.39400657], [-5343335.55809937, -6621293.72266946], [-5788613.52128359, -6621293.72266946], [-6499243.47744528, -6764939.39344644], [-6679169.44755192, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
817,817,5,360233119345.71094,2979585.0628343467,"{'rings': [[[-6233891.48446781, -7361866.11299301], [-6456530.46600986, -7361866.11299301], [-6679169.44755192, -7361866.11299301], [-6499243.47744528, -6764939.39344644], [-5788613.52128359, -6621293.72266946], [-5788613.52128359, -6982997.92040826], [-6233891.48446781, -6982997.92040826], [-6233891.48446781, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
818,818,4,168701657109.4297,1648292.3115379289,"{'rings': [[[-5788613.52128359, -7361866.11299301], [-6233891.48446781, -7361866.11299301], [-6233891.48446781, -6982997.92040826], [-5788613.52128359, -6982997.92040826], [-5788613.52128359, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
819,819,3,168701657109.41406,1648292.3115379307,"{'rings': [[[-5343335.55809937, -7361866.11299301], [-5788613.52128359, -7361866.11299301], [-5788613.52128359, -6982997.92040826], [-5343335.55809937, -6982997.92040826], [-5343335.55809937, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
820,820,2,168701657109.4297,1648292.3115379289,"{'rings': [[[-5343335.55809937, -7361866.11299301], [-5343335.55809937, -6982997.92040826], [-4898057.59491516, -6982997.92040826], [-4898057.59491516, -7361866.11299301], [-5343335.55809937, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
821,821,1,590455799864.0137,3874682.127358917,"{'rings': [[[-3116945.74217829, -6982997.92040826], [-1558472.87108358, -6982997.92040826], [-1558472.87108358, -7361866.11299301], [-3116945.74217829, -7361866.11299301], [-3116945.74217829, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
822,822,1,1509677572928.5469,7495112.658263586,"{'rings': [[[5565974.53966368, -6982997.92040826], [7924068.75249919, -6833303.99636751], [8460281.30031105, -6621293.72266946], [8905559.26349526, -6621293.72266946], [8905559.26349526, -6982997.92040826], [8140655.61999523, -7194578.50501957], [5812684.39076601, -7532827.02362355], [5565974.53966368, -6982997.92040826]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
823,823,1,168701657109.42188,1648292.3115379307,"{'rings': [[[9350837.22667948, -7361866.11299301], [8905559.26349526, -7361866.11299301], [8905559.26349526, -6982997.92040826], [9350837.22667948, -6982997.92040826], [9350837.22667948, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
824,824,2,590455799864.0,3874682.127358904,"{'rings': [[[10909310.0977742, -7361866.11299301], [9350837.22667948, -7361866.11299301], [9350837.22667948, -6982997.92040826], [10909310.0977742, -6982997.92040826], [10909310.0977742, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
825,825,3,337403314218.8594,2538848.2379063424,"{'rings': [[[14026255.8399636, -7361866.11299301], [13135699.9135952, -7361866.11299301], [13135699.9135952, -6982997.92040826], [13580977.8767794, -6982997.92040826], [14026255.8399636, -6982997.92040826], [14026255.8399636, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
826,826,4,506104971328.25,3429404.1642747987,"{'rings': [[[15362089.7295162, -7361866.11299301], [14471533.8031478, -7361866.11299301], [14026255.8399636, -7361866.11299301], [14026255.8399636, -6982997.92040826], [15362089.7295162, -6982997.92040826], [15362089.7295162, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
827,827,3,253052485645.1875,2093570.2746220585,"{'rings': [[[16030006.6742425, -7361866.11299301], [15362089.7295162, -7361866.11299301], [15362089.7295162, -6982997.92040826], [16030006.6742425, -6982997.92040826], [16030006.6742425, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
828,828,4,168701657109.40625,1648292.3115379047,"{'rings': [[[16475284.6374267, -7361866.11299301], [16030006.6742425, -7361866.11299301], [16030006.6742425, -6982997.92040826], [16475284.6374267, -6982997.92040826], [16475284.6374267, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
829,829,5,253052485645.17188,2093570.2746220548,"{'rings': [[[17143201.582153, -7361866.11299301], [16475284.6374267, -7361866.11299301], [16475284.6374267, -6982997.92040826], [17143201.582153, -6982997.92040826], [17143201.582153, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
830,830,6,337403314218.84375,2538848.2379063684,"{'rings': [[[18033757.5085215, -7361866.11299301], [17143201.582153, -7361866.11299301], [17143201.582153, -6982997.92040826], [17811118.5268793, -6982997.92040826], [18033757.5085215, -6982997.92040826], [18033757.5085215, -7361866.11299301]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
831,831,7,916312548271.3125,5214841.642681667,"{'rings': [[[20037507.0671618, -7361865.62789481], [19484043.1083636, -7154177.27233008], [18256396.4900635, -7361866.11299301], [18033757.5085215, -7361866.11299301], [18033757.5085215, -6982997.92040826], [19047947.7802425, -6820152.86338083], [20037507.0671618, -6621293.97592131], [20037507.0671618, -6710219.25129913], [20037507.0671618, -6800125.53549783], [20037507.0671618, -6891041.71605548], [20037507.0671618, -6982997.8215702], [20037507.0671618, -7076025.08423786], [20037507.0671618, -7170156.00669657], [20037507.0671618, -7265424.43353967], [20037507.0671618, -7361865.62789481]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
